노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
안지랑로,,대구광역시,남구,대구광역시 남구 대명동 936-3,,대구광역시 남구 대명동 912-6,,35.835459,128.571674,35.839146,128.571579,,0.47,,2.1,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
안지랑로,,대구광역시,남구,대구광역시 남구 대명동 959-10,,대구광역시 남구 대명동 937-2,,35.838634,128.571199,35.835047,128.571196,,0.47,,2.1,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
대명남로,,대구광역시,남구,대구광역시 남구 대명동 1490-5,,대구광역시 남구 대명동 506-2,,35.832814,128.559026,35.835665,128.579391,,1.95,,2.8,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
대명남로,,대구광역시,남구,대구광역시 남구 대명동 507-1,,대구광역시 남구 대명동 1258-8,,35.835341,128.579267,35.833085,128.558918,,1.95,,2.8,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
두류공원로,,대구광역시,남구,대구광역시 남구 대명동 811-3,,대구광역시 남구 대명동 3046-30,,35.839324,128.575809,35.847035,128.567318,,1.25,,3.0,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
두류공원로,,대구광역시,남구,대구광역시 남구 대명동 3047-41,,대구광역시 남구 대명동 780-5,,35.84672151,128.566807,35.839474,128.576507,,1.25,,3.0,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
이천로,,대구광역시,남구,대구광역시 남구 봉덕동 624-8,,대구광역시 남구 이천동 398-1,,35.841197,128.598228,35.855139,128.598554,,1.55,,1.5,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
이천로,,대구광역시,남구,대구광역시 남구 이천동 437-1,,대구광역시 남구 봉덕동 689-5,,35.855485,128.597837,35.841515,128.597688,,1.55,,1.5,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
양지로,,대구광역시,남구,대구광역시 남구 대명동 2140-36,,대구광역시 남구 대명동 2312-20,,35.852443,128.582271,35.851301,128.574147,,0.75,,2.0,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
양지로,,대구광역시,남구,대구광역시 남구 대명동 3003-23,,대구광역시 남구 대명동 2145-1,,35.850932,128.574122,35.852039,128.582012,,0.75,,2.0,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
월배로,,대구광역시,남구,대구광역시 남구 대명동 1583-7,,대구광역시 남구 대명동 1135-14,,35.83464041,128.555962,35.83721026,128.557674,,0.4,,3.5,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
대명로,,대구광역시,남구,대구광역시 남구 대명동 42-1,,대구광역시 남구 대명동 1591-15,,35.8452403,128.589856,35.838072,128.5584102,,3.25,40.0,4.4,자전거보행자겸용도로,N,대구광역시 남구청 건설과,053-664-2889,2025-05-30,3440000,대구광역시 남구
국토종주자전거길1-330,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-329,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-328,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-327,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-326,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-325,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-324,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-323,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-322,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-321,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-320,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-319,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-318,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-317,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-316,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-315,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-314,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-313,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-312,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-311,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-310,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-309,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-308,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-307,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-306,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-305,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-304,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-303,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-302,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-301,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-300,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-299,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-298,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-297,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-296,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-295,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-294,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-293,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-292,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-291,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-290,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-289,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-288,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-287,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-286,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-285,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-284,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-283,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-282,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-281,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-280,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-279,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-278,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-277,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-276,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-275,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-274,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-273,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-272,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-271,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-270,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-269,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-268,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-267,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-266,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-265,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-264,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-263,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-262,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-261,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-260,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-259,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-258,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-257,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-256,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-255,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-254,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-253,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-252,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-251,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-250,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-249,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
국토종주자전거길1-248,,경상북도,구미시,경상북도 구미시 공단동 360-1,,경상북도 상주시 낙동면 낙동리 1067-2,,36.124247,128.387037,36.356719,128.292997,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
